ZipCode,StateName,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
45040,Ohio,253400,282700,273300,274800,243300,237900,230800,2.30E+05,2.23E+05,232700,219100,237500
72034,Arkansas,1.75E+05,1.79E+05,167600,172100,171300,170300,173600,169300,173400,1.62E+05,163500,
70065,Louisiana,192300,176400,161800,163100,161700,175700,172600,197700,2.05E+05,2.19E+05,203500,201600
23456,Virginia,343300,327500,332400,318900,330900,328800,334700,330100,3.27E+05,313900,313600,307200
76051,Texas,318800,321600,318500,310400,3.16E+05,317500,3.43E+05,350400,3.78E+05,364500,3.74E+05,370600
33023,Florida,236700,225700,224300,229100,246600,2.50E+05,246400,240200,229700,232300,239500,251300
45424,Ohio,121300,126700,131100,122800,125200,124900,126500,118300,123400,125400,127600,
90042,California,643100,679100,748600,757600,684400,6.64E+05,634700,693100,7.38E+05,760700,769400,711200
33578,Florida,193400,1.99E+05,2.02E+05,193800,186100,183300,183500,184200,183500,191500,195900,199900
23112,Virginia,251300,248500,242200,238300,235700,241400,241700,254500,260700,258100,265600,268700
92020,California,477200,497200,476900,476800,463100,4.80E+05,510900,531900,527900,518600,493700,495700
94553,California,556500,571800,570100,586900,561200,554700,558500,585200,598500,615900,6.36E+05,
27603,North Carolina,227600,218900,220300,218700,235400,2.44E+05,246100,241700,2.38E+05,2.39E+05,248400,253500
32137,Florida,2.33E+05,2.48E+05,257700,256700,239300,2.36E+05,238900,234600,234600,227500,2.34E+05,229400
29229,South Carolina,1.46E+05,149100,151600,144800,145700,142300,1.44E+05,144700,1.50E+05,1.51E+05,149200,150700
27529,North Carolina,1.97E+05,1.98E+05,193500,188300,191900,203100,213800,226700,229500,2.30E+05,227800,232100
92882,California,458300,457400,476900,475100,478100,468600,474500,470600,,,,
94015,California,1.04E+06,1010400,1040800,962800,1050300,1.01E+06,1027200,975800,9.77E+05,995600,9.91E+05,1.01E+06
92399,California,345200,357800,348600,363900,362500,376100,379900,386700,3.85E+05,381100,361700,355300
85351,Arizona,150100,147900,144600,144400,146700,148600,153400,154100,160300,162800,166400,170200
7055,New Jersey,233600,246400,259600,258800,264300,261100,262500,256100,277200,294700,2.77E+05,
97206,Oregon,353900,3.65E+05,366900,377600,365800,3.70E+05,369500,367700,359700,364400,365500,368600
75115,Texas,203100,215100,215600,221300,202800,216400,218700,219700,221600,217500,210600,
34698,Florida,248500,241900,235600,229900,239900,240100,2.34E+05,236900,237600,242500,243900,238400
92201,California,2.77E+05,269900,260100,277900,286500,295900,2.86E+05,299800,3.03E+05,300900,2.91E+05,284200
98109,Washington,584500,600800,599300,632100,678200,791900,799600,793100,726900,767100,779300,745500
33308,Florida,3.31E+05,335400,363400,361600,347600,3.40E+05,347200,360400,367900,353600,360800,335500
33312,Florida,250600,242500,263400,261600,274500,263200,272500,273400,272400,277700,286500,3.11E+05
60402,Illinois,175600,181300,207200,209300,209900,204200,209900,206300,202100,195500,201500,197200
30114,Georgia,261400,261100,257200,254800,244100,2.44E+05,246300,242900,243500,249200,263500,
22030,Virginia,530200,530500,515400,497200,511300,539100,560400,547400,552200,560100,566100,
75093,Texas,429800,4.18E+05,443700,442400,4.37E+05,421500,407100,416100,438900,4.72E+05,,
60638,Illinois,217800,225700,213800,2.05E+05,195600,202800,203200,205500,222100,232700,233100,224200
93308,California,170300,177300,1.75E+05,178100,187100,181100,1.94E+05,185700,197500,1.94E+05,172100,173700
33437,Florida,248700,256600,257200,257800,2.53E+05,260100,256400,251700,246500,250800,266900,
38016,Tennessee,168200,170800,170600,179400,181800,187600,180300,179100,176100,179200,177300,1.71E+05
19382,Pennsylvania,381400,427600,407600,391500,346200,365800,372900,377200,366300,357800,366200,361900
20850,Maryland,514200,518900,516200,511900,538900,540800,518600,498100,479500,459200,478800,508100
33178,Florida,315300,315300,341500,346500,351600,342600,342700,340500,346300,344100,344500,339900
63366,Missouri,193600,192800,203600,200200,206700,205800,198300,197600,203200,207600,208300,202800
75071,Texas,300500,309100,3.12E+05,311400,310100,316700,313900,319300,304300,305600,300300,3.12E+05
95008,California,1427100,1454900,1380900,1329200,1339300,1365600,1321700,1309800,1292500,1354600,1328100,1349100
92056,California,530300,543500,5.41E+05,533800,539500,538800,543300,524900,5.36E+05,534700,533200,5.28E+05
53209,Wisconsin,80700,80700,86100,85100,79600,72400,75400,80600,73600,75100,79300,92800
7306,New Jersey,384200,423600,474800,478900,428200,402400,4.18E+05,451500,447200,409600,432200,463900
85326,Arizona,197300,197500,193700,191100,191100,192600,206200,210900,213600,,,
92704,California,512400,528900,499700,492500,502800,492800,478700,489500,5.11E+05,540400,456300,446800
75068,Texas,2.69E+05,269500,269300,270100,272300,273200,279600,281600,292300,292900,292600,279300
75007,Texas,261300,264300,272100,273300,272800,272300,272700,277100,273700,268900,270500,270700
19145,Pennsylvania,186100,198300,1.96E+05,186800,182100,1.72E+05,178500,178800,188800,180500,168600,178200
30319,Georgia,490400,527500,535700,490200,451600,447500,460500,466900,473700,449500,445800,
92071,California,472700,474700,472200,476100,484100,477400,486900,4.91E+05,493500,490300,490300,502200
60639,Illinois,215400,235100,228600,2.32E+05,229800,237300,240500,228800,226300,222400,219900,209200
